index,category_1,category_2,counts,date,week_no
553,Males,Under 1 year,26,2010-08-20,33
554,Males,Under 1 year,28,2010-08-27,34
555,Males,Under 1 year,26,2010-09-03,35
556,Males,Under 1 year,33,2010-09-10,36
557,Males,Under 1 year,37,2010-09-17,37
558,Males,Under 1 year,30,2010-09-24,38
559,Males,Under 1 year,43,2010-10-01,39
560,Males,Under 1 year,38,2010-10-08,40
561,Males,Under 1 year,35,2010-10-15,41
562,Males,Under 1 year,23,2010-10-22,42
563,Males,Under 1 year,27,2010-10-29,43
564,Males,Under 1 year,38,2010-11-05,44
565,Males,Under 1 year,28,2010-11-12,45
566,Males,Under 1 year,32,2010-11-19,46
567,Males,Under 1 year,32,2010-11-26,47
568,Males,Under 1 year,22,2010-12-03,48
569,Males,Under 1 year,38,2010-12-10,49
570,Males,Under 1 year,35,2010-12-17,50
571,Males,Under 1 year,39,2010-12-24,51
572,Males,Under 1 year,24,2010-12-31,52
573,Males,01-14,9,2010-01-08,1
574,Males,01-14,17,2010-01-15,2
575,Males,01-14,9,2010-01-22,3
576,Males,01-14,9,2010-01-29,4
577,Males,01-14,11,2010-02-05,5
578,Males,01-14,14,2010-02-12,6
579,Males,01-14,3,2010-02-19,7
580,Males,01-14,14,2010-02-26,8
581,Males,01-14,16,2010-03-05,9
582,Males,01-14,20,2010-03-12,10
583,Males,01-14,14,2010-03-19,11
584,Males,01-14,17,2010-03-26,12
585,Males,01-14,8,2010-04-02,13
586,Males,01-14,9,2010-04-09,14
587,Males,01-14,8,2010-04-16,15
588,Males,01-14,16,2010-04-23,16
589,Males,01-14,12,2010-04-30,17
590,Males,01-14,8,2010-05-07,18
591,Males,01-14,10,2010-05-14,19
592,Males,01-14,12,2010-05-21,20
593,Males,01-14,18,2010-05-28,21
594,Males,01-14,14,2010-06-04,22
595,Males,01-14,5,2010-06-11,23
596,Males,01-14,10,2010-06-18,24
597,Males,01-14,6,2010-06-25,25
598,Males,01-14,9,2010-07-02,26
599,Males,01-14,14,2010-07-09,27
600,Males,01-14,15,2010-07-16,28
601,Males,01-14,8,2010-07-23,29
602,Males,01-14,7,2010-07-30,30
603,Males,01-14,10,2010-08-06,31
604,Males,01-14,6,2010-08-13,32
605,Males,01-14,8,2010-08-20,33
606,Males,01-14,11,2010-08-27,34
607,Males,01-14,7,2010-09-03,35
608,Males,01-14,11,2010-09-10,36
609,Males,01-14,13,2010-09-17,37
610,Males,01-14,14,2010-09-24,38
611,Males,01-14,10,2010-10-01,39
612,Males,01-14,17,2010-10-08,40
613,Males,01-14,18,2010-10-15,41
614,Males,01-14,15,2010-10-22,42
615,Males,01-14,10,2010-10-29,43
616,Males,01-14,15,2010-11-05,44
617,Males,01-14,12,2010-11-12,45
618,Males,01-14,7,2010-11-19,46
619,Males,01-14,12,2010-11-26,47
620,Males,01-14,14,2010-12-03,48
621,Males,01-14,15,2010-12-10,49
622,Males,01-14,12,2010-12-17,50
623,Males,01-14,15,2010-12-24,51
624,Males,01-14,13,2010-12-31,52
625,Males,15-44,184,2010-01-08,1
626,Males,15-44,214,2010-01-15,2
627,Males,15-44,219,2010-01-22,3
628,Males,15-44,222,2010-01-29,4
629,Males,15-44,203,2010-02-05,5
630,Males,15-44,200,2010-02-12,6
631,Males,15-44,216,2010-02-19,7
632,Males,15-44,222,2010-02-26,8
633,Males,15-44,235,2010-03-05,9
634,Males,15-44,214,2010-03-12,10
635,Males,15-44,189,2010-03-19,11
636,Males,15-44,185,2010-03-26,12
637,Males,15-44,144,2010-04-02,13
638,Males,15-44,176,2010-04-09,14
639,Males,15-44,196,2010-04-16,15
640,Males,15-44,229,2010-04-23,16
641,Males,15-44,220,2010-04-30,17
642,Males,15-44,148,2010-05-07,18
643,Males,15-44,217,2010-05-14,19
644,Males,15-44,232,2010-05-21,20
645,Males,15-44,221,2010-05-28,21
646,Males,15-44,155,2010-06-04,22
647,Males,15-44,197,2010-06-11,23
648,Males,15-44,189,2010-06-18,24
649,Males,15-44,211,2010-06-25,25
650,Males,15-44,179,2010-07-02,26
651,Males,15-44,207,2010-07-09,27
652,Males,15-44,197,2010-07-16,28
653,Males,15-44,195,2010-07-23,29
654,Males,15-44,191,2010-07-30,30
655,Males,15-44,224,2010-08-06,31
656,Males,15-44,213,2010-08-13,32
657,Males,15-44,169,2010-08-20,33
658,Males,15-44,193,2010-08-27,34
659,Males,15-44,159,2010-09-03,35
660,Males,15-44,210,2010-09-10,36
661,Males,15-44,215,2010-09-17,37
662,Males,15-44,227,2010-09-24,38
663,Males,15-44,185,2010-10-01,39
664,Males,15-44,204,2010-10-08,40
665,Males,15-44,202,2010-10-15,41
666,Males,15-44,200,2010-10-22,42
667,Males,15-44,207,2010-10-29,43
668,Males,15-44,204,2010-11-05,44
669,Males,15-44,203,2010-11-12,45
670,Males,15-44,208,2010-11-19,46
671,Males,15-44,203,2010-11-26,47
672,Males,15-44,187,2010-12-03,48
673,Males,15-44,212,2010-12-10,49
674,Males,15-44,214,2010-12-17,50
675,Males,15-44,249,2010-12-24,51
676,Males,15-44,132,2010-12-31,52
677,Males,45-64,894,2010-01-08,1
678,Males,45-64,895,2010-01-15,2
679,Males,45-64,826,2010-01-22,3
680,Males,45-64,770,2010-01-29,4
681,Males,45-64,764,2010-02-05,5
682,Males,45-64,753,2010-02-12,6
683,Males,45-64,760,2010-02-19,7
684,Males,45-64,780,2010-02-26,8
685,Males,45-64,743,2010-03-05,9
686,Males,45-64,726,2010-03-12,10
687,Males,45-64,775,2010-03-19,11
688,Males,45-64,725,2010-03-26,12
689,Males,45-64,614,2010-04-02,13
690,Males,45-64,764,2010-04-09,14
691,Males,45-64,780,2010-04-16,15
692,Males,45-64,757,2010-04-23,16
693,Males,45-64,740,2010-04-30,17
694,Males,45-64,667,2010-05-07,18
695,Males,45-64,763,2010-05-14,19
696,Males,45-64,686,2010-05-21,20
697,Males,45-64,742,2010-05-28,21
698,Males,45-64,650,2010-06-04,22
699,Males,45-64,780,2010-06-11,23
700,Males,45-64,716,2010-06-18,24
701,Males,45-64,686,2010-06-25,25
702,Males,45-64,720,2010-07-02,26
703,Males,45-64,731,2010-07-09,27
704,Males,45-64,734,2010-07-16,28
705,Males,45-64,722,2010-07-23,29
706,Males,45-64,636,2010-07-30,30
707,Males,45-64,700,2010-08-06,31
708,Males,45-64,635,2010-08-13,32
709,Males,45-64,683,2010-08-20,33
710,Males,45-64,684,2010-08-27,34
711,Males,45-64,623,2010-09-03,35
712,Males,45-64,716,2010-09-10,36
713,Males,45-64,746,2010-09-17,37
714,Males,45-64,685,2010-09-24,38
715,Males,45-64,676,2010-10-01,39
716,Males,45-64,731,2010-10-08,40
717,Males,45-64,807,2010-10-15,41
718,Males,45-64,706,2010-10-22,42
719,Males,45-64,738,2010-10-29,43
720,Males,45-64,731,2010-11-05,44
721,Males,45-64,710,2010-11-12,45
722,Males,45-64,701,2010-11-19,46
723,Males,45-64,713,2010-11-26,47
724,Males,45-64,697,2010-12-03,48
725,Males,45-64,854,2010-12-10,49
726,Males,45-64,901,2010-12-17,50
727,Males,45-64,870,2010-12-24,51
728,Males,45-64,744,2010-12-31,52
729,Males,65-74,1214,2010-01-08,1
730,Males,65-74,1082,2010-01-15,2
731,Males,65-74,1045,2010-01-22,3
732,Males,65-74,976,2010-01-29,4
733,Males,65-74,914,2010-02-05,5
734,Males,65-74,963,2010-02-12,6
735,Males,65-74,927,2010-02-19,7
736,Males,65-74,948,2010-02-26,8
737,Males,65-74,940,2010-03-05,9
738,Males,65-74,912,2010-03-12,10
739,Males,65-74,922,2010-03-19,11
740,Males,65-74,923,2010-03-26,12
741,Males,65-74,749,2010-04-02,13
742,Males,65-74,949,2010-04-09,14
743,Males,65-74,968,2010-04-16,15
744,Males,65-74,898,2010-04-23,16
745,Males,65-74,912,2010-04-30,17
746,Males,65-74,818,2010-05-07,18
747,Males,65-74,910,2010-05-14,19
748,Males,65-74,888,2010-05-21,20
749,Males,65-74,947,2010-05-28,21
750,Males,65-74,813,2010-06-04,22
751,Males,65-74,870,2010-06-11,23
752,Males,65-74,860,2010-06-18,24
753,Males,65-74,835,2010-06-25,25
754,Males,65-74,897,2010-07-02,26
755,Males,65-74,835,2010-07-09,27
756,Males,65-74,804,2010-07-16,28
757,Males,65-74,808,2010-07-23,29
758,Males,65-74,796,2010-07-30,30
759,Males,65-74,834,2010-08-06,31
760,Males,65-74,801,2010-08-13,32
761,Males,65-74,852,2010-08-20,33
762,Males,65-74,872,2010-08-27,34
763,Males,65-74,765,2010-09-03,35
764,Males,65-74,906,2010-09-10,36
765,Males,65-74,885,2010-09-17,37
766,Males,65-74,828,2010-09-24,38
767,Males,65-74,837,2010-10-01,39
768,Males,65-74,839,2010-10-08,40
769,Males,65-74,869,2010-10-15,41
770,Males,65-74,881,2010-10-22,42
771,Males,65-74,873,2010-10-29,43
772,Males,65-74,928,2010-11-05,44
773,Males,65-74,898,2010-11-12,45
774,Males,65-74,900,2010-11-19,46
775,Males,65-74,896,2010-11-26,47
776,Males,65-74,902,2010-12-03,48
777,Males,65-74,1051,2010-12-10,49
778,Males,65-74,984,2010-12-17,50
779,Males,65-74,1037,2010-12-24,51
780,Males,65-74,874,2010-12-31,52
781,Males,75-84,2004,2010-01-08,1
782,Males,75-84,1925,2010-01-15,2
783,Males,75-84,1755,2010-01-22,3
784,Males,75-84,1687,2010-01-29,4
785,Males,75-84,1635,2010-02-05,5
786,Males,75-84,1611,2010-02-12,6
787,Males,75-84,1521,2010-02-19,7
788,Males,75-84,1551,2010-02-26,8
789,Males,75-84,1529,2010-03-05,9
790,Males,75-84,1446,2010-03-12,10
791,Males,75-84,1468,2010-03-19,11
792,Males,75-84,1488,2010-03-26,12
793,Males,75-84,1236,2010-04-02,13
794,Males,75-84,1538,2010-04-09,14
795,Males,75-84,1611,2010-04-16,15
796,Males,75-84,1494,2010-04-23,16
797,Males,75-84,1523,2010-04-30,17
798,Males,75-84,1327,2010-05-07,18
799,Males,75-84,1511,2010-05-14,19
800,Males,75-84,1375,2010-05-21,20
801,Males,75-84,1480,2010-05-28,21
802,Males,75-84,1209,2010-06-04,22
803,Males,75-84,1424,2010-06-11,23
804,Males,75-84,1327,2010-06-18,24
805,Males,75-84,1283,2010-06-25,25
806,Males,75-84,1296,2010-07-02,26
807,Males,75-84,1430,2010-07-09,27
808,Males,75-84,1353,2010-07-16,28
809,Males,75-84,1338,2010-07-23,29
810,Males,75-84,1288,2010-07-30,30
811,Males,75-84,1344,2010-08-06,31
812,Males,75-84,1258,2010-08-13,32
813,Males,75-84,1372,2010-08-20,33
814,Males,75-84,1319,2010-08-27,34
815,Males,75-84,1177,2010-09-03,35
816,Males,75-84,1373,2010-09-10,36
817,Males,75-84,1334,2010-09-17,37
818,Males,75-84,1303,2010-09-24,38
819,Males,75-84,1319,2010-10-01,39
820,Males,75-84,1401,2010-10-08,40
821,Males,75-84,1412,2010-10-15,41
822,Males,75-84,1423,2010-10-22,42
823,Males,75-84,1454,2010-10-29,43
824,Males,75-84,1459,2010-11-05,44
825,Males,75-84,1489,2010-11-12,45
826,Males,75-84,1485,2010-11-19,46
827,Males,75-84,1483,2010-11-26,47
828,Males,75-84,1413,2010-12-03,48
829,Males,75-84,1762,2010-12-10,49
830,Males,75-84,1642,2010-12-17,50
831,Males,75-84,1743,2010-12-24,51
832,Males,75-84,1395,2010-12-31,52
833,Males,85+,1683,2010-01-08,1
834,Males,85+,1719,2010-01-15,2
835,Males,85+,1609,2010-01-22,3
836,Males,85+,1458,2010-01-29,4
837,Males,85+,1441,2010-02-05,5
838,Males,85+,1346,2010-02-12,6
839,Males,85+,1373,2010-02-19,7
840,Males,85+,1334,2010-02-26,8
841,Males,85+,1288,2010-03-05,9
842,Males,85+,1297,2010-03-12,10
843,Males,85+,1247,2010-03-19,11
844,Males,85+,1205,2010-03-26,12
845,Males,85+,1067,2010-04-02,13
846,Males,85+,1276,2010-04-09,14
847,Males,85+,1193,2010-04-16,15
848,Males,85+,1200,2010-04-23,16
849,Males,85+,1196,2010-04-30,17
850,Males,85+,1092,2010-05-07,18
851,Males,85+,1211,2010-05-14,19
852,Males,85+,1179,2010-05-21,20
853,Males,85+,1145,2010-05-28,21
854,Males,85+,1082,2010-06-04,22
855,Males,85+,1222,2010-06-11,23
856,Males,85+,1121,2010-06-18,24
857,Males,85+,1050,2010-06-25,25
858,Males,85+,1149,2010-07-02,26
859,Males,85+,1053,2010-07-09,27
860,Males,85+,1067,2010-07-16,28
861,Males,85+,991,2010-07-23,29
862,Males,85+,1008,2010-07-30,30
863,Males,85+,1018,2010-08-06,31
864,Males,85+,1031,2010-08-13,32
865,Males,85+,1039,2010-08-20,33
866,Males,85+,1120,2010-08-27,34
867,Males,85+,1005,2010-09-03,35
868,Males,85+,1097,2010-09-10,36
869,Males,85+,1077,2010-09-17,37
870,Males,85+,1171,2010-09-24,38
871,Males,85+,1128,2010-10-01,39
872,Males,85+,1191,2010-10-08,40
873,Males,85+,1222,2010-10-15,41
874,Males,85+,1215,2010-10-22,42
875,Males,85+,1190,2010-10-29,43
876,Males,85+,1295,2010-11-05,44
877,Males,85+,1239,2010-11-12,45
878,Males,85+,1212,2010-11-19,46
879,Males,85+,1244,2010-11-26,47
880,Males,85+,1206,2010-12-03,48
881,Males,85+,1546,2010-12-10,49
882,Males,85+,1427,2010-12-17,50
883,Males,85+,1471,2010-12-24,51
884,Males,85+,1339,2010-12-31,52
885,Females,Under 1 year,36,2010-01-08,1
886,Females,Under 1 year,29,2010-01-15,2
887,Females,Under 1 year,31,2010-01-22,3
888,Females,Under 1 year,29,2010-01-29,4
889,Females,Under 1 year,40,2010-02-05,5
890,Females,Under 1 year,34,2010-02-12,6
891,Females,Under 1 year,31,2010-02-19,7
892,Females,Under 1 year,37,2010-02-26,8
893,Females,Under 1 year,22,2010-03-05,9
894,Females,Under 1 year,18,2010-03-12,10
895,Females,Under 1 year,19,2010-03-19,11
896,Females,Under 1 year,24,2010-03-26,12
897,Females,Under 1 year,22,2010-04-02,13
898,Females,Under 1 year,31,2010-04-09,14
899,Females,Under 1 year,25,2010-04-16,15
900,Females,Under 1 year,31,2010-04-23,16
901,Females,Under 1 year,26,2010-04-30,17
902,Females,Under 1 year,27,2010-05-07,18
903,Females,Under 1 year,37,2010-05-14,19
904,Females,Under 1 year,36,2010-05-21,20
905,Females,Under 1 year,35,2010-05-28,21
906,Females,Under 1 year,19,2010-06-04,22
907,Females,Under 1 year,16,2010-06-11,23
908,Females,Under 1 year,40,2010-06-18,24
909,Females,Under 1 year,20,2010-06-25,25
910,Females,Under 1 year,27,2010-07-02,26
911,Females,Under 1 year,27,2010-07-09,27
912,Females,Under 1 year,38,2010-07-16,28
913,Females,Under 1 year,22,2010-07-23,29
914,Females,Under 1 year,28,2010-07-30,30
915,Females,Under 1 year,33,2010-08-06,31
916,Females,Under 1 year,24,2010-08-13,32
917,Females,Under 1 year,20,2010-08-20,33
918,Females,Under 1 year,30,2010-08-27,34
919,Females,Under 1 year,26,2010-09-03,35
920,Females,Under 1 year,21,2010-09-10,36
921,Females,Under 1 year,31,2010-09-17,37
922,Females,Under 1 year,37,2010-09-24,38
923,Females,Under 1 year,25,2010-10-01,39
924,Females,Under 1 year,28,2010-10-08,40
925,Females,Under 1 year,35,2010-10-15,41
926,Females,Under 1 year,23,2010-10-22,42
927,Females,Under 1 year,28,2010-10-29,43
928,Females,Under 1 year,28,2010-11-05,44
929,Females,Under 1 year,30,2010-11-12,45
930,Females,Under 1 year,23,2010-11-19,46
931,Females,Under 1 year,25,2010-11-26,47
932,Females,Under 1 year,29,2010-12-03,48
933,Females,Under 1 year,21,2010-12-10,49
934,Females,Under 1 year,27,2010-12-17,50
935,Females,Under 1 year,25,2010-12-24,51
936,Females,Under 1 year,16,2010-12-31,52
937,Females,01-14,15,2010-01-08,1
938,Females,01-14,12,2010-01-15,2
939,Females,01-14,9,2010-01-22,3
940,Females,01-14,12,2010-01-29,4
941,Females,01-14,7,2010-02-05,5
942,Females,01-14,14,2010-02-12,6
943,Females,01-14,14,2010-02-19,7
944,Females,01-14,13,2010-02-26,8
945,Females,01-14,15,2010-03-05,9
946,Females,01-14,8,2010-03-12,10
947,Females,01-14,10,2010-03-19,11
948,Females,01-14,15,2010-03-26,12
949,Females,01-14,8,2010-04-02,13
950,Females,01-14,10,2010-04-09,14
951,Females,01-14,13,2010-04-16,15
952,Females,01-14,15,2010-04-23,16
953,Females,01-14,7,2010-04-30,17
954,Females,01-14,5,2010-05-07,18
955,Females,01-14,15,2010-05-14,19
956,Females,01-14,10,2010-05-21,20
957,Females,01-14,8,2010-05-28,21
958,Females,01-14,6,2010-06-04,22
959,Females,01-14,9,2010-06-11,23
960,Females,01-14,8,2010-06-18,24
961,Females,01-14,9,2010-06-25,25
962,Females,01-14,13,2010-07-02,26
963,Females,01-14,6,2010-07-09,27
964,Females,01-14,11,2010-07-16,28
965,Females,01-14,11,2010-07-23,29
966,Females,01-14,8,2010-07-30,30
967,Females,01-14,7,2010-08-06,31
968,Females,01-14,14,2010-08-13,32
969,Females,01-14,12,2010-08-20,33
970,Females,01-14,2,2010-08-27,34
971,Females,01-14,6,2010-09-03,35
972,Females,01-14,11,2010-09-10,36
973,Females,01-14,8,2010-09-17,37
974,Females,01-14,5,2010-09-24,38
975,Females,01-14,13,2010-10-01,39
976,Females,01-14,7,2010-10-08,40
977,Females,01-14,10,2010-10-15,41
978,Females,01-14,7,2010-10-22,42
979,Females,01-14,13,2010-10-29,43
980,Females,01-14,6,2010-11-05,44
981,Females,01-14,4,2010-11-12,45
982,Females,01-14,4,2010-11-19,46
983,Females,01-14,11,2010-11-26,47
984,Females,01-14,5,2010-12-03,48
985,Females,01-14,14,2010-12-10,49
986,Females,01-14,11,2010-12-17,50
987,Females,01-14,20,2010-12-24,51
988,Females,01-14,8,2010-12-31,52
989,Females,15-44,115,2010-01-08,1
990,Females,15-44,117,2010-01-15,2
991,Females,15-44,128,2010-01-22,3
992,Females,15-44,114,2010-01-29,4
993,Females,15-44,114,2010-02-05,5
994,Females,15-44,108,2010-02-12,6
995,Females,15-44,113,2010-02-19,7
996,Females,15-44,118,2010-02-26,8
997,Females,15-44,113,2010-03-05,9
998,Females,15-44,120,2010-03-12,10
999,Females,15-44,105,2010-03-19,11
1000,Females,15-44,118,2010-03-26,12
1001,Females,15-44,86,2010-04-02,13
1002,Females,15-44,112,2010-04-09,14
1003,Females,15-44,125,2010-04-16,15
1004,Females,15-44,104,2010-04-23,16
1005,Females,15-44,105,2010-04-30,17
1006,Females,15-44,92,2010-05-07,18
1007,Females,15-44,118,2010-05-14,19
1008,Females,15-44,124,2010-05-21,20
1009,Females,15-44,131,2010-05-28,21
1010,Females,15-44,89,2010-06-04,22
1011,Females,15-44,106,2010-06-11,23
1012,Females,15-44,102,2010-06-18,24
1013,Females,15-44,100,2010-06-25,25
1014,Females,15-44,100,2010-07-02,26
1015,Females,15-44,106,2010-07-09,27
1016,Females,15-44,94,2010-07-16,28
1017,Females,15-44,107,2010-07-23,29
1018,Females,15-44,98,2010-07-30,30
1019,Females,15-44,131,2010-08-06,31
1020,Females,15-44,114,2010-08-13,32
1021,Females,15-44,111,2010-08-20,33
1022,Females,15-44,85,2010-08-27,34
1023,Females,15-44,90,2010-09-03,35
1024,Females,15-44,112,2010-09-10,36
1025,Females,15-44,105,2010-09-17,37
1026,Females,15-44,90,2010-09-24,38
1027,Females,15-44,97,2010-10-01,39
1028,Females,15-44,111,2010-10-08,40
1029,Females,15-44,105,2010-10-15,41
1030,Females,15-44,118,2010-10-22,42
1031,Females,15-44,116,2010-10-29,43
1032,Females,15-44,114,2010-11-05,44
1033,Females,15-44,104,2010-11-12,45
1034,Females,15-44,111,2010-11-19,46
1035,Females,15-44,104,2010-11-26,47
1036,Females,15-44,93,2010-12-03,48
1037,Females,15-44,126,2010-12-10,49
1038,Females,15-44,135,2010-12-17,50
1039,Females,15-44,156,2010-12-24,51
1040,Females,15-44,86,2010-12-31,52
1041,Females,45-64,676,2010-01-08,1
1042,Females,45-64,570,2010-01-15,2
1043,Females,45-64,566,2010-01-22,3
1044,Females,45-64,530,2010-01-29,4
1045,Females,45-64,544,2010-02-05,5
1046,Females,45-64,486,2010-02-12,6
1047,Females,45-64,516,2010-02-19,7
1048,Females,45-64,535,2010-02-26,8
1049,Females,45-64,487,2010-03-05,9
1050,Females,45-64,533,2010-03-12,10
1051,Females,45-64,532,2010-03-19,11
1052,Females,45-64,502,2010-03-26,12
1053,Females,45-64,421,2010-04-02,13
1054,Females,45-64,478,2010-04-09,14
1055,Females,45-64,496,2010-04-16,15
1056,Females,45-64,486,2010-04-23,16
1057,Females,45-64,480,2010-04-30,17
1058,Females,45-64,452,2010-05-07,18
1059,Females,45-64,499,2010-05-14,19
1060,Females,45-64,479,2010-05-21,20
1061,Females,45-64,463,2010-05-28,21
1062,Females,45-64,430,2010-06-04,22
1063,Females,45-64,512,2010-06-11,23
1064,Females,45-64,466,2010-06-18,24
1065,Females,45-64,459,2010-06-25,25
1066,Females,45-64,441,2010-07-02,26
1067,Females,45-64,472,2010-07-09,27
1068,Females,45-64,440,2010-07-16,28
1069,Females,45-64,478,2010-07-23,29
1070,Females,45-64,439,2010-07-30,30
1071,Females,45-64,511,2010-08-06,31
1072,Females,45-64,451,2010-08-13,32
1073,Females,45-64,461,2010-08-20,33
1074,Females,45-64,476,2010-08-27,34
1075,Females,45-64,422,2010-09-03,35
1076,Females,45-64,460,2010-09-10,36
1077,Females,45-64,460,2010-09-17,37
1078,Females,45-64,446,2010-09-24,38
1079,Females,45-64,484,2010-10-01,39
1080,Females,45-64,483,2010-10-08,40
1081,Females,45-64,508,2010-10-15,41
1082,Females,45-64,499,2010-10-22,42
1083,Females,45-64,460,2010-10-29,43
1084,Females,45-64,484,2010-11-05,44
1085,Females,45-64,511,2010-11-12,45
1086,Females,45-64,484,2010-11-19,46
1087,Females,45-64,485,2010-11-26,47
1088,Females,45-64,502,2010-12-03,48
1089,Females,45-64,542,2010-12-10,49
1090,Females,45-64,565,2010-12-17,50
1091,Females,45-64,593,2010-12-24,51
1092,Females,45-64,510,2010-12-31,52
1093,Females,65-74,835,2010-01-08,1
1094,Females,65-74,778,2010-01-15,2
1095,Females,65-74,736,2010-01-22,3
1096,Females,65-74,690,2010-01-29,4
1097,Females,65-74,674,2010-02-05,5
1098,Females,65-74,633,2010-02-12,6
1099,Females,65-74,633,2010-02-19,7
1100,Females,65-74,652,2010-02-26,8
1101,Females,65-74,607,2010-03-05,9
1102,Females,65-74,640,2010-03-12,10
1103,Females,65-74,650,2010-03-19,11
1104,Females,65-74,643,2010-03-26,12
1105,Females,65-74,507,2010-04-02,13
1106,Females,65-74,654,2010-04-09,14
1107,Females,65-74,678,2010-04-16,15
1108,Females,65-74,627,2010-04-23,16
1109,Females,65-74,652,2010-04-30,17
1110,Females,65-74,561,2010-05-07,18
1111,Females,65-74,587,2010-05-14,19
1112,Females,65-74,637,2010-05-21,20
1113,Females,65-74,669,2010-05-28,21
1114,Females,65-74,558,2010-06-04,22
1115,Females,65-74,657,2010-06-11,23
1116,Females,65-74,637,2010-06-18,24
1117,Females,65-74,602,2010-06-25,25
1118,Females,65-74,600,2010-07-02,26
1119,Females,65-74,541,2010-07-09,27
1120,Females,65-74,600,2010-07-16,28
1121,Females,65-74,551,2010-07-23,29
1122,Females,65-74,581,2010-07-30,30
1123,Females,65-74,600,2010-08-06,31
1124,Females,65-74,585,2010-08-13,32
